"id","fqdn/ip","port","severity","finding","cve","cwe"
"clientsimulation-openssl_111d","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_303","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-apple_mail_16_0","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"rating_spec","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009q from 2020-01-30)","",""
"rating_doc","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","100","",""
"protocol_support_score_weighted","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","30","",""
"key_exchange_score","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","90","",""
"key_exchange_score_weighted","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","27","",""
"cipher_strength_score","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","60","",""
"cipher_strength_score_weighted","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","24","",""
"final_score","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","81","",""
"overall_grade","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","OK","A","",""
"grade_cap_reason_1","ellesfontlaculture.beta.gouv.fr/185.31.40.13","443","INFO","Grade capped to A. HSTS is not offered","",""
